measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,10,Cambodia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0916388848261259,0.120478512009788,0.0653187657502074
5,Prevalence,30,Vanuatu,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0177761885057324,0.0219809231735922,0.0138325900115545
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0883897451023331,0.1215096422038641,0.0606533658008612
5,Prevalence,34,Azerbaijan,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1208522372852858,0.1559343074872337,0.0904428304704587
5,Prevalence,6,China,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1615507902895276,0.1896805396938328,0.1338046294157094
5,Prevalence,29,Tonga,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0258849326476872,0.0324490895025472,0.0203139215692158
5,Prevalence,6,China,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0488893795098643,0.06003507003022,0.0395078511197359
5,Prevalence,33,Armenia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1238046559622293,0.1554503180712869,0.093015437736398
5,Prevalence,7,Democratic People's Republic of Korea,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0417961815726114,0.0524900212549676,0.0322427745526377
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0162622312079578,0.0202224526400357,0.0126813888606843
5,Prevalence,8,Taiwan (Province of China),3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0466127576072723,0.0594054946690872,0.0357716887415005
5,Prevalence,27,Samoa,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0219942850113582,0.0272977006853883,0.0168926232192579
5,Prevalence,30,Vanuatu,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0143776562670613,0.0206168625934046,0.0102712943239568
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0223035924138404,0.0281706031700087,0.0171558053269416
5,Prevalence,26,Papua New Guinea,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0146227648914797,0.0182335535733342,0.0113124810691395
5,Prevalence,28,Solomon Islands,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0133261467207245,0.0192694680336857,0.0091501323165886
5,Prevalence,50,Montenegro,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0939563069436163,0.1152867556369173,0.0750269500683028
5,Prevalence,37,Kyrgyzstan,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0473591424112124,0.0579725924041673,0.0375936199274073
5,Prevalence,48,Hungary,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1147826566810308,0.1399307294231819,0.0915995696816161
5,Prevalence,29,Tonga,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0195176721457527,0.0267426282214605,0.0139879511302169
5,Prevalence,50,Montenegro,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1320704292148203,0.1674931786174481,0.099923028824119
5,Prevalence,49,North Macedonia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.13136598614102,0.1680159517188609,0.0977161495613945
5,Prevalence,49,North Macedonia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.101901856992842,0.1256204004553129,0.0826399440101761
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0442257986156972,0.0540557385423696,0.0349596607483411
5,Prevalence,22,Fiji,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0246100802789337,0.0311973996920537,0.018689986247734
5,Prevalence,27,Samoa,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0184079592513971,0.0250987339714342,0.0128740122002124
5,Prevalence,26,Papua New Guinea,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0147081756803768,0.0212036344774378,0.0101594918471662
5,Prevalence,24,Marshall Islands,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0190120927953267,0.0241278141089391,0.0146043916471504
5,Prevalence,47,Czechia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1595778247494727,0.1986693129776399,0.1235632174643429
5,Prevalence,48,Hungary,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0756220483996345,0.1023172974943098,0.0545540627487054
5,Prevalence,39,Tajikistan,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0414507207417621,0.051135663827378,0.032540041119533
5,Prevalence,20,Viet Nam,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0319813631998381,0.0396262890352136,0.0247887739572644
5,Prevalence,23,Kiribati,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0192320469423975,0.0239898327734007,0.0146838703787544
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0182609701342739,0.0259731747129526,0.0126527907432117
5,Prevalence,47,Czechia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1104933261255784,0.1347680271937076,0.087808144722811
5,Prevalence,24,Marshall Islands,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0177658402767958,0.0248513545115204,0.0122707050961759
5,Prevalence,45,Bulgaria,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1197108635857866,0.1547869790621309,0.0869952833408022
5,Prevalence,46,Croatia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1935696238740399,0.2337313431141364,0.1573540984627732
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0228262623618023,0.0282030979465491,0.0179379174250994
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0451674861187384,0.0604663334090018,0.0332334325470886
5,Prevalence,38,Mongolia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0421452279011661,0.0514119342493166,0.032998830914123
5,Prevalence,46,Croatia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1069265862475519,0.1322874020156065,0.0841976887452478
5,Prevalence,23,Kiribati,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0145757800501789,0.0209103091479811,0.0100021319016364
5,Prevalence,43,Albania,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1241828674296568,0.1585666447406989,0.0941917659734735
5,Prevalence,43,Albania,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0995340933615499,0.1225546417317455,0.0789679385647787
5,Prevalence,45,Bulgaria,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1076788824989007,0.1320535011912399,0.0855818172018173
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.136371566667327,0.1728020491664733,0.1010591384291145
5,Prevalence,36,Kazakhstan,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0616698643519551,0.074869708860939,0.0489413107851713
5,Prevalence,20,Viet Nam,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0800441143470228,0.1056529790448751,0.0577547513098223
5,Prevalence,41,Uzbekistan,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0407832294269079,0.0498246947500738,0.0321142869932631
5,Prevalence,22,Fiji,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0256019502944477,0.0354195092955253,0.0179478617417408
5,Prevalence,40,Turkmenistan,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1017709163879264,0.135646696711598,0.0756652657765131
5,Prevalence,35,Georgia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0953598650110486,0.1166868691045314,0.0764756405903761
5,Prevalence,66,Brunei Darussalam,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0136520383753608,0.0172350674960865,0.0104707320950616
5,Prevalence,44,Bosnia and Herzegovina,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.113607572556681,0.1392391749630049,0.0903555839689989
5,Prevalence,39,Tajikistan,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0643309854150405,0.0873416348375562,0.0455900734505937
5,Prevalence,63,Ukraine,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.126736942552436,0.1532232886197268,0.1050452619491538
5,Prevalence,38,Mongolia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0931324793554539,0.1256719807750578,0.0671789617434014
5,Prevalence,36,Kazakhstan,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.114274344122347,0.1481668696346955,0.0848561821941624
5,Prevalence,60,Lithuania,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0790964710231907,0.0970915856250393,0.0630497372384213
5,Prevalence,37,Kyrgyzstan,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0742307329965297,0.0989257864460006,0.0537569149702085
5,Prevalence,62,Russian Federation,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1125898958448752,0.1357440931104399,0.0932468071770942
5,Prevalence,41,Uzbekistan,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0916503425469415,0.1212302186554471,0.0657928623448422
5,Prevalence,61,Republic of Moldova,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.086999053079231,0.1050113857018544,0.0705064961930881
5,Prevalence,66,Brunei Darussalam,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.100821158738931,0.1339915737719614,0.0748608262335459
5,Prevalence,35,Georgia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1330720248813324,0.1661712159796087,0.1025681154418048
5,Prevalence,58,Estonia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.092076043166901,0.1126183650134271,0.0736060316489773
5,Prevalence,57,Belarus,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0813095064323887,0.0981840043003066,0.0649165250908224
5,Prevalence,63,Ukraine,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1537575044184117,0.1898575713262873,0.1172383947603764
5,Prevalence,57,Belarus,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1635935886780656,0.2015150028392301,0.1251596246140345
5,Prevalence,77,Cyprus,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0679416352173337,0.0840940074680659,0.053088120242114
5,Prevalence,74,Andorra,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0715526613528961,0.0895991664701964,0.0556666122267965
5,Prevalence,59,Latvia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0848054535725833,0.1041509056914013,0.0678055434955436
5,Prevalence,51,Poland,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1315941822163299,0.15876221885557,0.1056533496918248
5,Prevalence,51,Poland,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1731818872173541,0.2122964628297305,0.1368992425903877
5,Prevalence,82,Greece,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1143158216775471,0.1424481655701988,0.090185188946445
5,Prevalence,55,Slovenia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1196880701340034,0.1457964389234546,0.0948423018477905
5,Prevalence,54,Slovakia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1057110726995101,0.1286116489356181,0.0836952973648057
5,Prevalence,52,Romania,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1502914008806542,0.1873795149014917,0.114840653059844
5,Prevalence,80,France,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0794626975022754,0.0991154904250809,0.0620758604912778
5,Prevalence,52,Romania,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0962692423177426,0.1187980231418154,0.0768120979647077
5,Prevalence,61,Republic of Moldova,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1398932632019745,0.1782363720481832,0.1024254633765405
5,Prevalence,82,Greece,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1423009591186389,0.185859432122226,0.1075458866839415
5,Prevalence,62,Russian Federation,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1604030735441358,0.1982423945749339,0.1258456046899822
5,Prevalence,54,Slovakia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1486702507121111,0.1867559777708614,0.1131060080968093
5,Prevalence,55,Slovenia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.2015656000542071,0.2433472756233552,0.162232837132295
5,Prevalence,81,Germany,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0918921313171022,0.114221073904184,0.0711687876050324
5,Prevalence,80,France,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1091929542791542,0.1420425854986193,0.0816042797422231
5,Prevalence,79,Finland,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1057829784069062,0.1314145363777024,0.0834361182557559
5,Prevalence,78,Denmark,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0818561264799914,0.1002847391420582,0.0631327303321071
5,Prevalence,59,Latvia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1816639985727744,0.2205466505921632,0.1419122380871132
5,Prevalence,76,Belgium,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0997101779711234,0.1214919080574905,0.077273646221561
5,Prevalence,75,Austria,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0960227654285242,0.118691318162886,0.0753846848778648
5,Prevalence,53,Serbia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1351138296559652,0.1708535201845994,0.1020943739446675
5,Prevalence,81,Germany,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.2436315084117493,0.2839585715373716,0.2045811927218347
5,Prevalence,71,Australia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0967796114972019,0.1180839842494186,0.0761695687766957
5,Prevalence,58,Estonia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1750178457081086,0.2129791261120076,0.1395077891922442
5,Prevalence,60,Lithuania,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1828911481529123,0.2210979196698375,0.1457475635297319
5,Prevalence,53,Serbia,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1079537301842001,0.1320688671715364,0.0857169602807783
5,Prevalence,79,Finland,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1974897512031024,0.2366435184470669,0.1606311568123274
5,Prevalence,78,Denmark,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.2824035440767937,0.3185684596351674,0.2469211480177695
5,Prevalence,72,New Zealand,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1041427473725236,0.1291223594478207,0.0807653545213446
5,Prevalence,77,Cyprus,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1251911064416706,0.1654488631746215,0.0911107077596346
5,Prevalence,74,Andorra,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.163095800719345,0.2081212239588398,0.1217557361562319
5,Prevalence,75,Austria,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.139690631560241,0.1785276378413413,0.1053794903556497
5,Prevalence,98,Chile,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0593583408620854,0.0730869209482562,0.0460077705064243
5,Prevalence,76,Belgium,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.2121946653128384,0.2480117967002973,0.1726016856017824
5,Prevalence,97,Argentina,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0540102541548344,0.0664265947321878,0.0419535439445474
5,Prevalence,67,Japan,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0826783197361021,0.099083215922353,0.0675964409209916
5,Prevalence,95,United Kingdom,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0858218838922702,0.1023120852608896,0.0711163151406464
5,Prevalence,72,New Zealand,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1727443401799636,0.2100929554444621,0.1373056018724622
5,Prevalence,69,Singapore,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0293815067580889,0.0367936978820986,0.0229532623466656
5,Prevalence,71,Australia,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1277225397117073,0.1650117708211191,0.0948875780484692
5,Prevalence,68,Republic of Korea,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0352386256597886,0.0437267424767063,0.0277211292338833
5,Prevalence,93,Sweden,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0813174579574529,0.1071528161071162,0.0594617829761046
5,Prevalence,98,Chile,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1807774094029416,0.2192820937836612,0.1432666722688044
5,Prevalence,69,Singapore,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1459815059012318,0.1866068145521732,0.1098968405042968
5,Prevalence,92,Spain,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0760930755449854,0.094621260650449,0.0592851322779145
5,Prevalence,94,Switzerland,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1533840582275044,0.1932365803905398,0.1172186731599584
5,Prevalence,94,Switzerland,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0763150251885009,0.0935036188085293,0.0596979623755386
5,Prevalence,67,Japan,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1650013230734165,0.2002160938826416,0.1294574712012421
5,Prevalence,88,Malta,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0747539578887992,0.0929882124875907,0.0581484447705188
5,Prevalence,89,Netherlands,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.1235982362189929,0.1511771905029172,0.0979228576357436
5,Prevalence,97,Argentina,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1434921939072546,0.1820835396662189,0.1071087369166522
5,Prevalence,112,Grenada,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0547001305654838,0.06818095960287,0.0421874300407662
5,Prevalence,114,Haiti,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0337764548405866,0.0415970798663656,0.0262647262730906
5,Prevalence,91,Portugal,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.099136271492536,0.1225187431147205,0.0777948591278668
5,Prevalence,113,Guyana,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0431498243444697,0.0542740986896345,0.0333607868171315
5,Prevalence,90,Norway,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.088904292651955,0.1052689968802965,0.0751110045208476
5,Prevalence,90,Norway,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.2173441536047683,0.2553758463903525,0.1778276106281645
5,Prevalence,91,Portugal,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.13848496670898,0.1791346373920795,0.1039752668874157
5,Prevalence,89,Netherlands,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.133248525620886,0.1722489637109913,0.0998777526582669
5,Prevalence,95,United Kingdom,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0844999903515326,0.1066481402036671,0.0662136341216518
5,Prevalence,110,Dominica,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.063429864906616,0.0779981716510944,0.0497725139551592
5,Prevalence,86,Italy,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1580216733416142,0.1978634345033245,0.1210968823847604
5,Prevalence,87,Luxembourg,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0703110177919377,0.0871296572793065,0.0550020638482895
5,Prevalence,85,Israel,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1002721303947358,0.1299839270229942,0.0749308759950353
5,Prevalence,68,Republic of Korea,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1402105806711721,0.1753184223500328,0.1053062871726091
5,Prevalence,87,Luxembourg,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1478120943858599,0.1873975992082374,0.1099470984097555
5,Prevalence,92,Spain,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0388302957668494,0.0536435501008092,0.0279643032838779
5,Prevalence,107,Barbados,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0849187395341054,0.1055525269199837,0.0671857305197196
5,Prevalence,93,Sweden,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1571243988956068,0.1898564694280642,0.1217129971135942
5,Prevalence,85,Israel,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0576537624315114,0.0705503041685262,0.0445633757147559
5,Prevalence,109,Cuba,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0931076806961559,0.1157339588377581,0.0734805741692323
5,Prevalence,86,Italy,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0950326565786843,0.1184641921462279,0.0741290813390986
5,Prevalence,111,Dominican Republic,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0507069418933325,0.0622195821929735,0.0400352795779062
5,Prevalence,114,Haiti,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0915441115865283,0.1273652080644195,0.0650495000454916
5,Prevalence,84,Ireland,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0847114913734675,0.1050179395802196,0.0660230523191896
5,Prevalence,83,Iceland,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0700962833281334,0.0876967194573893,0.0545462654438355
5,Prevalence,84,Ireland,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.0783467444185967,0.1050453121187542,0.0563260207544279
5,Prevalence,113,Guyana,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1374862054961952,0.1722484120647002,0.105100872558773
5,Prevalence,88,Malta,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1446042996434758,0.1835339795678939,0.1109579932036551
5,Prevalence,108,Belize,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.03653710394867,0.0447639586075526,0.0286097987152091
5,Prevalence,105,Antigua and Barbuda,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0567329638816098,0.0707319239550298,0.0443882450434787
5,Prevalence,112,Grenada,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1711726559448809,0.209594676534307,0.1346721129625646
5,Prevalence,111,Dominican Republic,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1497224110596061,0.183503423422747,0.1170029947381893
5,Prevalence,83,Iceland,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1278282294091427,0.1619573747449697,0.0960065291125741
5,Prevalence,109,Cuba,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1949444329798111,0.2382321290372435,0.1548043018335915
5,Prevalence,106,Bahamas,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0487259521060088,0.0606870776766897,0.0377896390701302
5,Prevalence,99,Uruguay,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.069370198826942,0.0858340382249614,0.0539381470621067
5,Prevalence,102,United States of America,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0896525554137145,0.1094804987906504,0.0725401851567067
5,Prevalence,130,Mexico,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0658557653312603,0.0804827790552503,0.0534590887351336
5,Prevalence,108,Belize,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1282651973214638,0.1617165167621629,0.0977463281259194
5,Prevalence,110,Dominica,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1713691141620464,0.2101863092977923,0.1352005495976642
5,Prevalence,128,Guatemala,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0426754635323413,0.0518234287525033,0.0341258339390344
5,Prevalence,107,Barbados,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.2015399332670672,0.2391828466695539,0.1627217707109655
5,Prevalence,101,Canada,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0542490162499338,0.0663947500643142,0.0430049926126039
5,Prevalence,129,Honduras,3,Both,22,All ages,684,Edentulism,2,Percent,2021,0.0387115171091811,0.0472489847371917,0.0310795427847047
5,Prevalence,105,Antigua and Barbuda,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1936032354609317,0.2313192442651972,0.1530910291174624
5,Prevalence,130,Mexico,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1619063717461401,0.1879360583649303,0.1352404154230745
5,Prevalence,106,Bahamas,3,Both,22,All ages,683,Periodontal diseases,2,Percent,2021,0.1864530323196796,0.2256709856301023,0.1485306726405104
